10.968840 	0.850146 	0.000706 	103.952576 	365.793091 	329.569061 	0.078955 	0.718875 	0.000071 	49.475292 	0.370794 	13.839932 	0.010159 	0.172479 	0.088675 	1.190209 	0.047451 	0.133732 	0.577362 	0.611842 	0.048840 	0.048024 	0.048352 	20.779152 	20.618187 	20.479197 	20.146271 	20.549095 	21.739441 	20.482859 	21.232763 	20.816866 	21.173567 	20.421253 	20.023468 	20.966932 	20.539480 	21.065411 	20.988152 	20.762188 	20.394547 	20.577332 	20.571756 	20.615702 	21.825548 	21.206755 	19.186773 	20.044153 	20.498293 	20.941830 	20.883554 	21.083162 	20.077995 	20.896055 	21.142591 	20.258329 	20.774273 	20.447243 	20.515602 	20.598753 	20.625803 	19.966373 	20.375397 	20.457350 	19.814661 	20.166243 	20.139208 	22.174080 	22.525507 	23.821402 	22.649426 	22.000000 	22.052309 	21.848915 	22.050610 	23.240732 
10.968733 	0.850047 	0.001831 	106.068832 	365.585693 	352.606293 	0.079826 	0.742901 	0.000071 	48.295547 	0.370794 	13.845323 	0.010233 	0.172437 	0.087321 	1.189995 	0.047290 	0.133776 	0.577384 	0.610062 	0.048764 	0.048001 	0.048264 	20.789536 	20.603510 	20.483990 	20.141697 	20.547400 	21.742714 	20.483438 	21.234425 	20.807310 	21.173819 	20.425030 	19.970922 	20.968222 	20.543676 	21.023443 	20.995071 	20.762188 	20.431231 	20.586769 	20.584530 	20.615702 	21.825521 	21.195175 	19.190536 	20.055330 	20.488522 	20.946535 	20.883514 	21.086262 	20.094728 	20.894094 	21.127653 	20.251909 	20.759933 	20.483171 	20.515602 	20.609932 	20.622150 	19.981647 	20.379320 	20.455006 	19.811409 	20.161842 	20.142792 	22.174248 	22.534620 	23.826586 	22.649426 	22.000000 	22.050373 	21.852161 	22.049814 	23.245235 
10.968869 	0.850094 	0.001831 	102.734962 	366.073486 	353.299866 	0.079589 	0.731597 	0.000070 	47.007561 	0.370794 	13.861582 	0.010306 	0.172339 	0.086002 	1.190009 	0.047192 	0.133664 	0.577398 	0.608476 	0.048677 	0.047949 	0.048226 	20.784145 	20.616152 	20.480883 	20.145012 	20.530579 	21.737286 	20.478785 	21.225979 	20.816889 	21.167002 	20.419302 	20.036789 	20.971739 	20.537107 	21.056423 	21.038469 	20.762188 	20.423079 	20.588026 	20.595974 	20.615702 	21.827755 	21.212421 	19.186783 	20.049772 	20.486010 	20.967806 	20.878710 	21.085279 	20.105045 	20.894798 	21.136953 	20.253517 	20.774393 	20.447243 	20.515602 	20.601742 	20.626707 	19.972122 	20.377924 	20.451813 	19.819935 	20.167046 	20.149647 	22.170328 	22.523264 	23.826336 	22.649426 	22.000000 	22.048475 	21.860575 	22.044369 	23.239620 
10.968727 	0.850149 	0.001831 	102.968437 	366.580383 	353.438568 	0.079882 	0.729339 	0.000071 	45.726963 	0.370794 	13.841225 	0.010366 	0.172181 	0.084636 	1.189924 	0.047186 	0.133580 	0.577389 	0.606921 	0.048582 	0.047894 	0.048190 	20.780245 	20.613924 	20.489828 	20.143150 	20.529102 	21.734123 	20.486599 	21.233751 	20.821999 	21.176435 	20.422686 	20.010986 	20.973585 	20.543577 	21.044495 	21.000639 	20.762188 	20.435181 	20.588131 	20.624594 	20.615702 	21.829508 	21.209320 	19.192684 	20.056644 	20.495077 	20.943943 	20.886061 	21.055769 	20.116819 	20.877888 	21.111954 	20.252916 	20.796530 	20.447243 	20.515602 	20.606583 	20.626583 	19.975552 	20.377203 	20.447237 	19.821291 	20.157259 	20.144186 	22.168539 	22.520712 	23.819054 	22.649426 	22.000000 	22.048176 	21.848446 	22.050890 	23.236393 
10.968947 	0.850140 	0.001831 	106.609421 	366.030334 	353.403656 	0.078737 	0.734262 	0.000071 	44.549877 	0.370794 	13.839932 	0.010319 	0.172138 	0.083278 	1.189601 	0.047129 	0.133608 	0.577452 	0.605533 	0.048580 	0.047866 	0.048158 	20.779747 	20.613218 	20.488737 	20.138552 	20.524260 	21.737423 	20.477890 	21.235495 	20.818253 	21.173843 	20.418652 	20.026335 	20.972263 	20.539642 	21.052977 	21.032310 	20.762188 	20.426844 	20.590097 	20.575994 	20.615702 	21.832808 	21.211491 	19.204504 	20.058426 	20.498119 	20.934271 	20.882530 	21.065218 	20.086628 	20.895969 	21.116980 	20.261288 	20.784609 	20.457722 	20.515602 	20.611198 	20.629576 	19.972843 	20.370356 	20.450693 	19.814165 	20.164869 	20.145933 	22.163519 	22.520365 	23.826176 	22.649426 	22.000000 	22.056627 	21.850996 	22.056479 	23.244188 
10.967994 	0.850121 	0.001831 	86.559959 	366.558716 	353.594269 	0.078690 	0.719763 	0.000071 	43.327267 	0.370794 	13.839932 	0.010303 	0.172136 	0.081999 	1.189708 	0.047105 	0.133574 	0.577411 	0.604144 	0.048390 	0.047662 	0.048040 	20.779226 	20.606972 	20.493444 	20.127508 	20.526815 	21.736118 	20.475136 	21.238348 	20.817863 	21.167789 	20.418333 	20.033951 	20.977388 	20.539581 	21.029982 	20.986801 	20.762188 	20.437757 	20.588192 	20.574520 	20.615702 	21.829519 	21.202547 	19.193867 	20.047590 	20.501097 	20.946707 	20.887043 	21.091131 	20.106859 	20.880280 	21.132355 	20.259451 	20.764294 	20.447243 	20.515602 	20.601475 	20.625135 	19.979202 	20.368706 	20.456289 	19.814699 	20.158966 	20.146412 	22.173059 	22.525040 	23.826115 	22.649426 	22.000000 	22.051233 	21.855061 	22.043362 	23.232876 
10.967893 	0.850014 	0.001831 	0.000000 	365.813690 	353.657135 	0.079575 	0.714559 	0.000071 	42.634159 	0.370794 	13.847878 	0.010348 	0.172067 	0.080919 	1.189614 	0.047046 	0.133425 	0.577393 	0.602869 	0.048391 	0.047588 	0.047998 	20.776478 	20.614868 	20.489971 	20.137964 	20.524893 	21.736473 	20.485893 	21.243912 	20.817278 	21.169939 	20.417967 	20.032272 	20.971375 	20.539816 	21.050844 	20.986801 	20.762188 	20.463114 	20.595642 	20.580179 	20.615702 	21.829414 	21.205408 	19.189154 	20.051128 	20.492300 	20.933874 	20.872639 	21.069239 	20.107576 	20.903145 	21.110109 	20.261541 	20.787313 	20.503395 	20.515602 	20.603703 	20.639265 	19.971323 	20.381857 	20.451494 	19.818840 	20.159092 	20.141983 	22.157955 	22.515360 	23.821787 	22.649426 	22.000000 	22.046593 	21.860397 	22.049807 	23.241402 
10.967574 	0.849976 	0.000000 	0.000000 	366.380524 	353.856659 	0.077829 	0.721834 	0.000071 	41.869289 	0.370794 	13.867010 	0.010582 	0.171987 	0.079963 	1.189425 	0.046901 	0.133407 	0.577452 	0.601663 	0.048311 	0.047531 	0.047899 	20.775450 	20.604328 	20.497158 	20.134964 	20.526323 	21.738260 	20.477135 	21.237368 	20.817799 	21.175940 	20.413662 	20.023525 	20.968658 	20.540791 	21.043144 	21.031036 	20.753748 	20.454779 	20.597042 	20.627909 	20.634916 	21.837317 	21.211884 	19.201197 	20.066029 	20.491991 	20.948689 	20.872492 	21.057446 	20.097906 	20.894522 	21.149937 	20.254948 	20.800718 	20.461407 	20.515602 	20.610260 	20.626091 	19.978668 	20.381023 	20.452984 	19.811426 	20.166662 	20.154518 	22.155954 	22.522072 	23.826712 	22.649426 	22.000000 	22.047726 	21.857901 	22.056581 	23.235723 
10.967333 	0.850076 	0.000000 	0.000000 	366.283936 	353.894257 	0.078737 	0.724152 	0.000071 	41.270374 	0.370794 	13.839932 	0.010500 	0.171960 	0.079243 	1.189705 	0.046890 	0.133333 	0.577516 	0.600466 	0.048304 	0.047492 	0.047862 	20.775650 	20.602001 	20.499853 	20.138512 	20.511465 	21.738276 	20.476629 	21.234207 	20.820961 	21.168879 	20.419224 	20.011578 	20.973951 	20.535475 	21.047552 	20.990610 	20.762188 	20.487722 	20.603310 	20.627909 	20.615702 	21.827713 	21.213940 	19.195061 	20.053473 	20.499823 	20.967144 	20.883801 	21.079775 	20.121319 	20.895107 	21.131132 	20.260454 	20.788403 	20.463245 	20.515602 	20.608053 	20.632961 	19.978783 	20.377930 	20.456478 	19.817139 	20.160381 	20.148888 	22.153847 	22.519650 	23.822580 	22.649426 	21.992151 	22.046442 	21.856939 	22.058800 	23.236763 
10.967693 	0.849815 	0.001831 	0.000000 	365.289063 	353.700012 	0.078737 	0.740794 	0.000070 	40.773907 	0.370794 	13.839932 	0.010517 	0.171949 	0.078614 	1.189734 	0.046808 	0.133199 	0.577437 	0.599416 	0.048263 	0.047468 	0.047864 	20.764029 	20.592127 	20.504892 	20.135614 	20.509157 	21.734716 	20.486406 	21.237185 	20.820505 	21.186396 	20.422365 	20.023403 	20.976536 	20.542965 	21.011215 	20.986801 	20.762188 	20.477047 	20.612219 	20.627909 	20.629162 	21.837872 	21.205994 	19.202040 	20.056717 	20.484770 	20.947596 	20.887724 	21.069233 	20.106329 	20.896950 	21.123880 	20.261463 	20.793167 	20.496372 	20.515602 	20.610994 	20.628645 	19.975168 	20.372065 	20.457342 	19.818556 	20.160332 	20.150278 	22.151733 	22.513126 	23.825375 	22.649426 	22.000000 	22.048222 	21.854734 	22.052797 	23.244328 
