,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
20,11.043258,0.854823,0.022889,0.0,366.179352,354.421448,0.075623,0.766951,7.2e-05,26.911314,0.235768,13.804837,0.001726,0.164954,0.056358,1.183262,0.037434,0.123358,0.573241,0.542826,0.040877,0.039824,0.039205,18.522552,18.228003,17.995323,17.72525,18.137922,18.905249,17.928642,18.694197,18.280035,18.550838,17.741833,17.132219,18.467052,17.991997,18.411127,18.323311,17.786068,17.922955,17.982243,17.942322,17.932554,18.127464,17.870937,15.537766,16.635799,17.480438,17.945229,17.866318,18.082018,17.305862,17.813709,18.130192,17.109261,17.6882,17.720686,17.773861,17.950378,17.966805,17.449745,18.063807,18.133577,17.003372,17.908039,17.32025,20.060637,20.383629,21.2932,20.31739,19.88571,20.095438,20.045277,20.123554,20.822859
21,11.042929,0.854777,0.022889,0.0,366.944305,354.019989,0.078495,0.764622,7.2e-05,26.873808,0.25325,13.804837,0.001805,0.164835,0.056238,1.183147,0.037383,0.123302,0.573319,0.542717,0.040796,0.039818,0.039173,18.516268,18.227699,17.99579,17.723612,18.138964,18.909988,17.921562,18.687532,18.28344,18.549381,17.732635,17.148552,18.466343,17.995745,18.401228,18.347601,17.786068,17.923052,17.968504,17.942322,17.932554,18.134125,17.860058,15.538257,16.627129,17.478903,17.957087,17.857719,18.069298,17.375725,17.827414,18.119556,17.110065,17.696939,17.75157,17.773861,17.970165,17.977316,17.463858,18.061773,18.133087,16.997791,17.910746,17.321321,20.05608,20.386824,21.28952,20.303196,19.88571,20.095284,20.043905,20.128428,20.829336
22,11.043451,0.854878,0.022889,0.0,365.891083,354.003906,0.078737,0.746457,7.1e-05,26.875076,0.250842,13.804837,0.00173,0.164867,0.056261,1.183363,0.037365,0.123307,0.573288,0.54275,0.040736,0.039798,0.03918,18.505871,18.218901,17.98794,17.709791,18.139656,18.908331,17.924559,18.696344,18.275534,18.537884,17.733234,17.157799,18.465775,17.986164,18.360905,18.347601,17.786068,17.904495,17.970612,17.942322,17.932554,18.130356,17.860817,15.537707,16.635094,17.480145,17.934256,17.857616,18.088976,17.353903,17.814493,18.136066,17.10288,17.700924,17.711163,17.787243,17.985723,17.994764,17.458792,18.06654,18.129988,16.989483,17.907398,17.322462,20.055038,20.385338,21.285091,20.303196,19.88571,20.096539,20.049711,20.123533,20.829407
23,11.043163,0.855,0.022889,0.0,365.662628,353.348511,0.076706,0.769145,7.1e-05,26.870554,0.23101,13.804837,0.001675,0.164837,0.056216,1.183558,0.037382,0.123323,0.573293,0.542731,0.040805,0.039745,0.039171,18.500973,18.219252,17.976095,17.705086,18.126366,18.903984,17.921911,18.694012,18.272043,18.548628,17.736963,17.094339,18.463116,17.999041,18.435663,18.314295,17.786068,17.8946,17.95989,17.942322,17.932554,18.129852,17.856808,15.534785,16.62496,17.48094,17.975216,17.846972,18.094227,17.335903,17.813692,18.147514,17.10714,17.666485,17.761654,17.799986,17.990116,17.999052,17.453255,18.062801,18.133814,16.99856,17.906158,17.316341,20.046309,20.380892,21.295702,20.303196,19.88571,20.095352,20.044161,20.132515,20.833866
24,11.043908,0.854821,0.022889,0.0,365.984131,355.436768,0.07818,0.779722,7.1e-05,26.872112,0.250749,13.804837,0.001695,0.164817,0.056153,1.182969,0.037373,0.123242,0.573308,0.542546,0.040704,0.039742,0.03911,18.50275,18.205978,17.961971,17.701553,18.117838,18.904497,17.927622,18.696257,18.27771,18.543016,17.740179,17.124622,18.458158,17.984898,18.381781,18.308985,17.786068,17.895363,17.956205,17.942322,17.932554,18.131929,17.861267,15.53145,16.629402,17.477308,17.959343,17.846865,18.09367,17.356144,17.823221,18.133417,17.110903,17.686588,17.761654,17.830015,18.008179,18.005798,17.460951,18.061152,18.129414,16.994867,17.904963,17.317474,20.04917,20.385967,21.28697,20.303196,19.88571,20.097204,20.045824,20.131872,20.830097
25,11.04339,0.85535,0.022889,0.0,366.174225,354.799591,0.077226,0.742458,7.2e-05,26.836529,0.262685,13.804837,0.001681,0.164759,0.056036,1.182997,0.037309,0.123268,0.573268,0.542527,0.040658,0.039742,0.039119,18.497971,18.199879,17.960655,17.688387,18.109497,18.907104,17.9263,18.687134,18.273428,18.544893,17.728933,17.086752,18.45862,17.990046,18.381781,18.324476,17.786068,17.875086,17.945303,17.942322,17.932554,18.129835,17.853094,15.527177,16.626776,17.473389,17.947269,17.850395,18.079494,17.33317,17.811262,18.123068,17.105539,17.680746,17.761654,17.830015,18.018362,18.022772,17.455236,18.057854,18.129936,16.99262,17.904974,17.314453,20.042963,20.381437,21.290882,20.303196,19.88571,20.101507,20.043707,20.128803,20.823547
26,11.043736,0.855194,0.022889,0.0,365.967438,354.10733,0.078154,0.741847,7.1e-05,26.826569,0.265507,13.804837,0.001707,0.164662,0.055966,1.183135,0.037223,0.123135,0.573205,0.542568,0.040595,0.03962,0.039008,18.494698,18.194469,17.950447,17.687298,18.112516,18.905178,17.915119,18.689438,18.278271,18.540861,17.732841,17.172737,18.458763,17.981861,18.389479,18.340929,17.786068,17.881052,17.951824,17.942322,17.932554,18.125811,17.851374,15.541411,16.621252,17.483465,17.941589,17.852276,18.069241,17.33749,17.824003,18.139864,17.106794,17.673962,17.761654,17.830015,18.031116,18.030418,17.454477,18.06559,18.126255,16.994364,17.911367,17.31394,20.043367,20.379702,21.288538,20.324179,19.88571,20.099064,20.045042,20.11483,20.824383
27,11.0432,0.854964,0.022889,0.0,364.592316,354.271851,0.07734,0.744511,7.1e-05,26.815954,0.242508,13.804837,0.001841,0.164641,0.055942,1.183162,0.037129,0.123028,0.573224,0.542489,0.040596,0.039663,0.039031,18.492479,18.177383,17.945448,17.684265,18.102808,18.90247,17.923229,18.689692,18.267536,18.534641,17.728773,17.118866,18.47998,17.987669,18.433384,18.347601,17.786068,17.875351,17.949474,17.942322,17.932554,18.131849,17.856142,15.538931,16.621521,17.467588,17.958895,17.84778,18.089788,17.335665,17.815151,18.111286,17.101767,17.696507,17.793547,17.867949,18.039526,18.042334,17.449743,18.063385,18.131126,16.98246,17.903648,17.30958,20.038889,20.384888,21.280624,20.303196,19.88571,20.092091,20.046017,20.115011,20.828232
28,11.043449,0.854982,0.022889,0.0,365.019867,354.117676,0.076631,0.751383,7.1e-05,26.802788,0.265507,13.804837,0.00173,0.164599,0.055907,1.1831,0.037054,0.123029,0.573188,0.542448,0.040554,0.039528,0.038999,18.492437,18.186571,17.942005,17.668457,18.100672,18.907509,17.920633,18.668299,18.268616,18.54784,17.73147,17.118597,18.453884,17.993307,18.381781,18.341858,17.786068,17.870249,17.942057,17.893486,17.932554,18.121576,17.842768,15.531963,16.626806,17.481907,17.949905,17.857189,18.070728,17.339266,17.809044,18.133038,17.098181,17.686392,17.797312,17.886168,18.050966,18.053808,17.448606,18.054161,18.118448,16.994646,17.909292,17.318102,20.036964,20.377817,21.287886,20.303196,19.88571,20.086954,20.045427,20.125242,20.829945
29,11.043406,0.855416,0.022889,0.0,366.674103,353.928467,0.078234,0.741671,7.1e-05,26.812489,0.265507,13.804837,0.001678,0.164663,0.055869,1.183168,0.037044,0.122914,0.573164,0.542412,0.040502,0.039438,0.038907,18.487362,18.172497,17.930147,17.676638,18.09124,18.901327,17.916941,18.679932,18.267433,18.541857,17.728823,17.127922,18.457531,17.990738,18.400227,18.329988,17.786068,17.879635,17.93746,17.942322,17.932554,18.1236,17.847267,15.528737,16.623541,17.470688,17.950634,17.849089,18.080667,17.362995,17.813929,18.115349,17.101864,17.694544,17.817808,17.886168,18.061554,18.061571,17.458475,18.054136,18.126125,17.00099,17.900286,17.30788,20.035419,20.38159,21.290682,20.303196,19.88571,20.104393,20.046442,20.116528,20.832062
30,11.043365,0.855224,0.022889,0.0,364.952972,353.733093,0.077117,0.743695,7.1e-05,26.813379,0.243328,13.804837,0.001763,0.16461,0.05581,1.18289,0.03692,0.122821,0.573176,0.542331,0.040514,0.03948,0.038939,18.486357,18.169146,17.920574,17.673512,18.080902,18.902554,17.919273,18.681639,18.273058,18.547825,17.727148,17.125307,18.45483,17.984743,18.422251,18.299995,17.786068,17.848175,17.937204,17.942322,17.988708,18.125282,17.848364,15.528046,16.626606,17.470921,17.936554,17.851637,18.079176,17.360575,17.816208,18.11281,17.108,17.68523,17.817808,17.886168,18.0756,18.070816,17.449083,18.060768,18.117659,16.994493,17.90464,17.316973,20.022381,20.376738,21.288177,20.303196,19.911896,20.097025,20.040901,20.122776,20.82169
31,11.043819,0.854601,0.028981,0.0,366.078857,353.524445,0.078127,0.744938,7.1e-05,26.817104,0.265507,13.804837,0.001805,0.164572,0.055819,1.182924,0.036906,0.122832,0.573133,0.542263,0.040378,0.039335,0.038862,18.476818,18.168665,17.917486,17.661333,18.086771,18.904741,17.922955,18.679432,18.265585,18.541813,17.735018,17.127598,18.456905,17.987617,18.374393,18.347601,17.786068,17.868166,17.932674,17.942322,17.988708,18.11973,17.840992,15.532198,16.62517,17.474976,17.945675,17.852774,18.06168,17.332243,17.789165,18.124498,17.106422,17.676048,17.856581,17.921713,18.087234,18.081232,17.460651,18.054266,18.123102,16.982361,17.890385,17.308216,20.028761,20.374945,21.286549,20.303196,19.88571,20.085848,20.038174,20.114508,20.82126
32,11.044422,0.855421,0.022889,0.0,365.897491,353.352692,0.077556,0.726612,7.1e-05,26.819124,0.250059,13.804837,0.001855,0.164407,0.055737,1.182285,0.036835,0.122732,0.573118,0.542178,0.040304,0.039277,0.038805,18.474916,18.160591,17.915934,17.666792,18.066248,18.901539,17.935499,18.676165,18.262861,18.5364,17.722557,17.148119,18.465302,17.981667,18.364033,18.303894,17.786068,17.8526,17.93232,17.942322,17.988708,18.121916,17.847263,15.532592,16.62389,17.465057,17.940498,17.845882,18.095139,17.366646,17.80517,18.113609,17.098427,17.690855,17.876402,17.917933,18.086784,18.077349,17.448185,18.049614,18.120064,16.991358,17.896263,17.30098,20.019272,20.379311,21.282881,20.303196,19.88571,20.088289,20.04213,20.121778,20.825052
33,11.044592,0.855506,0.022889,0.0,365.128815,353.45874,0.078713,0.793857,7.1e-05,26.819248,0.246556,13.804837,0.002159,0.164433,0.055617,1.18281,0.036792,0.122728,0.573095,0.542073,0.040209,0.03921,0.038736,18.472046,18.1539,17.910553,17.656549,18.061804,18.905283,17.928633,18.675383,18.266438,18.537828,17.719856,17.104095,18.459812,17.99291,18.381138,18.291447,17.786068,17.878954,17.937704,17.942322,17.988708,18.123411,17.841818,15.532819,16.620968,17.468966,17.940062,17.859915,18.089624,17.336426,17.811712,18.141409,17.094526,17.675564,17.848101,17.942322,18.09815,18.095533,17.460638,18.047758,18.117613,16.974085,17.905203,17.312025,20.019642,20.374388,21.292191,20.303196,19.88571,20.092949,20.043562,20.126047,20.832418
34,11.044168,0.85552,0.028013,0.0,366.524323,353.905304,0.078161,0.750243,7.1e-05,26.810555,0.239576,13.804837,0.001835,0.164411,0.055643,1.183049,0.036798,0.122699,0.573103,0.542046,0.040161,0.039228,0.038692,18.468466,18.153927,17.910612,17.650021,18.065287,18.89954,17.920969,18.68305,18.273268,18.538403,17.720938,17.138126,18.459179,17.98373,18.386663,18.314724,17.786068,17.858395,17.945108,17.942322,17.988708,18.127119,17.856432,15.530531,16.611631,17.465239,17.933386,17.846657,18.070217,17.3671,17.812437,18.11009,17.105852,17.690691,17.876402,17.942322,18.104303,18.102636,17.457024,18.056324,18.118999,16.991238,17.898249,17.30386,20.014288,20.376745,21.287838,20.303196,19.88571,20.087589,20.043491,20.122499,20.829531
